Reg,St,Site Name                                                                ,,Site ID,EPA ID,Address,City,Zip,County,,,FF?,Latitude,Longitude,Final Date,,
_02_,PR,SAN GERMAN GROUND WATER CONTAMINATION,,_0205957_,PRN000205957,STATE ROAD #122 (ALSO KNOWN AS ROAD 119) ,San German,00683,SAN GERMAN,,,N,_+18.082617_,_-067.033904_ ,03/19/08,,
_02_,PR,"SCORPIO RECYCLING, INC.",,_0203570_,PRD987376662,STATE ROAD #2 KM. 19.7 (ACUNA STREET) ,CANDELERIA WARD,00759,,,,N,_+18.409160_,_-066.231940_ ,02/04/00,,
_02_,PR,UPJOHN FACILITY,,_0202480_,PRD980301154,RTE 2 ,BARCELONETA,00617,BARCELONETA,,,N,_+18.429200_,_-066.590100_ ,09/21/84,,
_02_,PR,VEGA ALTA PUBLIC SUPPLY WELLS,,_0202558_,PRD980763775,HIGHWAY 2 ,VEGA ALTA,00762,,,,N,_+18.418060_,_-066.330280_ ,09/21/84,,
_02_,PR,VEGA BAJA SOLID WASTE DISPOSAL,,_0202533_,PRD980512669,"ROAD 674, KM 2 ",RIO ABAJO WARD,00763,VEGA BAJA,,,N,_+18.434300_,_-066.389720_ ,07/22/99,,
_02_,VI,TUTU WELLFIELD,,_0202749_,VID982272569,TUTU AREA ANNA'S RETREAT ,TUTU,00801,ST. THOMAS,,,N,_+18.341660_,_-064.885000_ ,09/29/95,,
_03_,DC,WASHINGTON NAVY YARD,,_0300031_,DC9170024310,"901 M STREET, SE ",WASHINGTON,20374,DISTRICT OF COLUMBIA,,,Y,_+38.875000_,_-076.987500_ ,07/28/98,,
_03_,DE,ARMY CREEK LANDFILL,,_0300086_,DED980494496,RTE 13 + RTE 40 ,NEW CASTLE,19720,NEW CASTLE,,,N,_+39.653060_,_-075.608330_ ,09/08/83,,
_03_,DE,"CHEM-SOLV, INC.",,_0300124_,DED980714141,176A N DUPONT HIGHWAY ,DOVER,19901,KENT,,,N,_+39.221600_,_-075.576400_ ,08/30/90,,
_03_,DE,DELAWARE CITY PVC PLANT,,_0300091_,DED980551667,780 SCHOOL HOUSE ROAD ,NEW CASTLE,19720,NEW CASTLE,,,N,_+39.586110_,_-075.649430_ ,09/08/83,,
_03_,DE,DELAWARE SAND & GRAVEL LANDFILL,,_0300034_,DED000605972,229 GRANTHAM LANE ,NEW CASTLE,19720,NEW CASTLE,,,N,_+39.651380_,_-075.602780_ ,09/08/83,,
_03_,DE,DOVER AIR FORCE BASE,,_0300191_,DE8570024010,RTE 113 ,DOVER,19901,KENT,,,Y,_+39.127780_,_-075.466660_ ,03/13/89,,
_03_,DE,DOVER GAS LIGHT CO.,,_0300095_,DED980693550,NEW ST ,DOVER,19904,KENT,,,N,_+39.155800_,_-075.527700_ ,10/04/89,,
_03_,DE,"E.I. DU PONT DE NEMOURS & CO., INC. (NEWPORT PIGMENT PLANT LANDFILL)",,_0300093_,DED980555122,JAMES & WATER STS ,NEWPORT,19804,NEW CASTLE,,,N,_+39.708330_,_-075.609160_ ,02/21/90,,
_03_,DE,HALBY CHEMICAL CO.,,_0300125_,DED980830954,600 TERMINAL AVE ,NEW CASTLE,19720,NEW CASTLE,,,N,_+39.718610_,_-075.537210_ ,06/10/86,,
_03_,DE,"HARVEY & KNOTT DRUM, INC.",,_0300123_,DED980713093,OLD COUNTY RD ,KIRKWOOD,19708,NEW CASTLE,,,N,_+39.573330_,_-075.770830_ ,09/08/83,,
_03_,DE,"KOPPERS CO., INC. (NEWPORT PLANT)",,_0300092_,DED980552244,FOOT OF LINDBURG ST ,NEWPORT,19804,NEW CASTLE,,,N,_+39.704710_,_-075.624160_ ,08/30/90,,
_03_,DE,NCR CORP. (MILLSBORO PLANT),,_0300061_,DED043958388,MITCHELL RD POB 607 ,MILLSBORO,19966,SUSSEX,,,N,_+38.577500_,_-075.283060_ ,07/22/87,,
_03_,DE,"STANDARD CHLORINE OF DELAWARE, INC.",,_0300058_,DED041212473,745 GOVERNOR LEA RD PO 319,NEW CASTLE,19720,NEW CASTLE,,,N,_+39.599580_,_-075.635830_ ,07/22/87,,
_03_,DE,TYBOUTS CORNER LANDFILL,,_0300035_,DED000606079,US RTE 13 & DEL RTE 71 ,NEW CASTLE,19720,NEW CASTLE,,,N,_+39.612500_,_-075.653330_ ,09/08/83,,
_03_,MD,ABERDEEN PROVING GROUND (EDGEWOOD AREA),,_0300421_,MD2210020036,OFF RTE 40 ,EDGEWOOD,21010,HARFORD,,,Y,_+39.395400_,_-076.307730_ ,02/21/90,,
_03_,MD,ABERDEEN PROVING GROUND (MICHAELSVILLE LANDFILL),,_0300423_,MD3210021355,OFF RTE 40 ,ABERDEEN,21005,HARFORD,,,Y,_+39.460600_,_-076.141400_ ,10/04/89,,
_03_,MD,ANDREWS AIR FORCE BASE,,_0300420_,MD0570024000,ALLENTOWN ROAD ,ANDREWS AIR FORCE BASE,20762,PRINCE GEORGE'S,,,Y,_+38.791660_,_-076.875000_ ,05/10/99,,
_03_,MD,BELTSVILLE AGRICULTURAL RESEARCH CENTER (USDA),,_0300415_,MD0120508940,BEAVERDAM AND SHEEP ROADS ,BELTSVILLE,20705,PRINCE GEORGE'S,,,Y,_+39.029160_,_-076.884580_ ,05/31/94,,
_03_,MD,BRANDYWINE DRMO,,_0304462_,MD9570024803,BRANDYWINE ROAD AND CHERRY TREE CROSSING ,BRANDYWINE,20613,PRINCE GEORGE'S,,,Y,_+38.698050_,_-076.845000_ ,05/10/99,,
_03_,MD,BUSH VALLEY LANDFILL,,_0300258_,MDD980504195,BUSH RD POB 246 ,ABINGDON,21009,HARFORD,,,N,_+39.467210_,_-076.261950_ ,03/31/89,,
_03_,MD,CENTRAL CHEMICAL (HAGERSTOWN),,_0303260_,MDD003061447,MITCHELL AVE ,HAGERSTOWN,21742,WASHINGTON,,,N,_+39.656660_,_-077.723610_ ,09/25/97,,
_03_,MD,CURTIS BAY COAST GUARD YARD,,_0304341_,MD4690307844,2401 HAWKINS POINT RD ,BALTIMORE,21226,ANNE ARUNDEL,,,Y,_+39.200000_,_-076.572690_ ,09/05/02,,
_03_,MD,DWYER PROPERTY GROUND WATER PLUME,,_0303618_,MDD985366756,NE OF INT. OF MD RTE 545 AND MD RTE 279 ,ELKTON,21921,CECIL,,,N,_+39.612007_,_-075.844474_ ,03/10/11,,
_03_,MD,FORT DETRICK AREA B GROUND WATER,,_0304606_,MDD985397249,810 SCHREIDER STREET ,FORT DETRICK,21702,FREDERICK,,,Y,_+39.434169_,_-077.446668_ ,04/09/09,,
_03_,MD,FORT GEORGE G. MEADE,,_0300435_,MD9210020567,MARYLAND ROUTE 175 ,ODENTON,21113,ANNE ARUNDEL,,,Y,_+39.083330_,_-076.715270_ ,07/28/98,,
_03_,MD,INDIAN HEAD NAVAL SURFACE WARFARE CENTER,,_0300430_,MD7170024684,201 INDIAN HEAD HIGHWAY ,INDIAN HEAD,20640,CHARLES,,,Y,_+38.591380_,_-077.174300_ ,09/29/95,,
_03_,MD,KANE & LOMBARD STREET DRUMS,,_0300344_,MDD980923783,KANE & LOMBARD STS ,BALTIMORE,21224,BALTIMORE CITY,,,N,_+39.295600_,_-076.541900_ ,06/10/86,,
_03_,MD,LIMESTONE ROAD,,_0300292_,MDD980691588,LIMESTONE RD OFF RTE 51 ,CUMBERLAND,21502,ALLEGANY,,,N,_+39.626380_,_-078.722210_ ,09/08/83,,
_03_,MD,"ORDNANCE PRODUCTS, INC.",,_0303253_,MDD982364341,1079 MECHANICS VALLEY RD ,NORTH EAST,21901,CECIL,,,N,_+39.630830_,_-075.923880_ ,09/25/97,,
_03_,MD,PATUXENT RIVER NAVAL AIR STATION,,_0300429_,MD7170024536,OPPOSITE LEXINGTON PARK (STATE HWY 235) ,PATUXENT RIVER,20670,ST. MARY'S,,,Y,_+38.270690_,_-076.419440_ ,05/31/94,,
_03_,MD,"SAND, GRAVEL AND STONE",,_0300316_,MDD980705164,RTE 40 ,ELKTON,21921,CECIL,,,N,_+39.615280_,_-075.896380_ ,09/08/83,,
_03_,MD,SAUER DUMP,,_0300348_,MDD981038334,4225 LYNHURST ROAD ,DUNDALK,21222,BALTIMORE,,,N,_+39.270267_,_-076.452710_ ,03/15/12,,
_03_,MD,"SPECTRON, INC.",,_0300192_,MDD000218008,111 PROVIDENCE RD ,ELKTON,21921,CECIL,,,N,_+39.691240_,_-075.877770_ ,05/31/94,,
_03_,MD,WOODLAWN COUNTY LANDFILL,,_0300265_,MDD980504344,FIRE TOWER & WAIBEL RDS. ,COLORA,21917,CECIL,,,N,_+39.641660_,_-076.090000_ ,07/22/87,,
_03_,PA,A.I.W. FRANK/MID-COUNTY MUSTANG,,_0300773_,PAD004351003,INT RTE 202 & RTE 30 ,EXTON,19341,CHESTER,,,N,_+40.031810_,_-075.603200_ ,10/04/89,,
_03_,PA,AVCO LYCOMING (WILLIAMSPORT DIVISION),,_0300699_,PAD003053709,652 OLIVER ST ,WILLIAMSPORT,17701,LYCOMING,,,N,_+41.244030_,_-077.041110_ ,02/21/90,,
_03_,PA,BAGHURST DRIVE,,_0306939_,PAN000306939,NORTHERN INTERSECTION OF HENDRICKS ROAD AND BAGHURST DRIVE,HARLEYSVILLE,19438,MONTGOMERY,,,N,_+40.299483_,_-75.455133_ ,09/22/14,,
_03_,PA,BALLY GROUND WATER CONTAMINATION,,_0301029_,PAD061105128,ROUTE 100 20 N THIRD STREET ,BALLY,19503,BERKS,,,N,_+40.398400_,_-075.593300_ ,07/22/87,,
_03_,PA,BELL LANDFILL,,_0301509_,PAD980705107,TWP RTE 393 ,TERRY TOWNSHIP,18853,BRADFORD,,,N,_+41.633060_,_-076.389160_ ,10/04/89,,
_03_,PA,BENDIX FLIGHT SYSTEMS DIVISION,,_0300694_,PAD003047974,MONTROSE PLT ,SOUTH MONTROSE,18843,SUSQUEHANNA,,,N,_+41.797360_,_-075.886250_ ,07/22/87,,
_03_,PA,BERKS SAND PIT,,_0301434_,PAD980691794,UNOBTAINABLE ,LONGSWAMP TOWNSHIP,19539,BERKS,,,N,_+40.464600_,_-075.627300_ ,09/21/84,,
_03_,PA,BLOSENSKI LANDFILL,,_0301376_,PAD980539985,ROUTE 340 ,WEST CALN TOWNSHIP,19376,CHESTER,,,N,_+40.020000_,_-075.910550_ ,09/08/83,,
_03_,PA,BOARHEAD FARMS,,_0300963_,PAD047726161,LONELY COTTAGE DRIVE ,BRIDGETON TOWNSHIP,18972,BUCKS,,,N,_+40.545830_,_-075.125000_ ,03/31/89,,
_03_,PA,BORIT ASBESTOS,,_0301842_,PAD981034887,6 MAPLE STREET ,AMBLER,19002,MONTGOMERY,,,N,_+40.153335_,_-075.228611_ ,04/09/09,,
_03_,PA,"BRESLUBE-PENN, INC.",,_0301139_,PAD089667695,84 MONTOUR RD ,CORAOPOLIS,15108,ALLEGHENY,,,N,_+40.501380_,_-080.146380_ ,06/17/96,,
_03_,PA,BROWN'S BATTERY BREAKING,,_0301625_,PAD980831812,446 FISHER DAM RD ,HAMBURG,19526,BERKS,,,N,_+40.519430_,_-076.001380_ ,06/10/86,,
_03_,PA,BUTLER MINE TUNNEL,,_0301208_,PAD980508451,SUSQUEHANNA RIVER ,PITTSTON TOWNSHIP,18640,LUZERNE,,,N,_+41.326800_,_-075.789900_ ,07/22/87,,
_03_,PA,BUTZ LANDFILL,,_0301833_,PAD981034705,RD #5 TWP RTE 601 ,STROUDSBURG,18360,MONROE,,,N,_+41.033500_,_-075.343800_ ,03/31/89,,
_03_,PA,C & D RECYCLING,,_0300881_,PAD021449244,R.D. #1 - SANDY RUN ,FOSTER TOWNSHIP,18224,LUZERNE,,,N,_+41.031380_,_-075.841660_ ,07/22/87,,
_03_,PA,CENTRE COUNTY KEPONE,,_0300444_,PAD000436261,201 STRUBLE ROAD ,STATE COLLEGE BOROUGH,16801,CENTRE,,,N,_+40.823610_,_-077.808330_ ,09/08/83,,
_03_,PA,CHEM-FAB,,_0300563_,PAD002323848,300 NORTH BROAD STREET ,Doylestown,18901,BUCKS,,,N,_+40.4_,_-075.13_ ,03/19/08,,
_03_,PA,COMMODORE SEMICONDUCTOR GROUP,,_0301146_,PAD093730174,VAN BUREN & RITTENHOUSE RDS ,LOWER PROVIDENCE TOWNSHIP,19403,MONTGOMERY,,,N,_+40.124100_,_-075.419400_ ,10/04/89,,
_03_,PA,"CRATER RESOURCES, INC./KEYSTONE COKE CO./ALAN WOOD STEEL CO.",,_0301193_,PAD980419097,2200 RENAISSANCE BOULEVARD ,UPPER MERION TOWNSHIP,19406,MONTGOMERY,,,N,_+40.081660_,_-075.342500_ ,10/14/92,,
_03_,PA,CROSSLEY FARM,,_0302402_,PAD981740061,HUFF'S CHURCH ROAD & BLACKHEAD HILL ,HEREFORD TOWNSHIP,18056,BERKS,,,N,_+40.435410_,_-075.620610_ ,10/14/92,,
_03_,PA,CROYDON TCE,,_0301849_,PAD981035009,RIVER ROAD ,CROYDON TOWNSHIP,19020,BUCKS,,,N,_+40.084930_,_-074.889200_ ,06/10/86,,
_03_,PA,"CRYOCHEM, INC.",,_0300602_,PAD002360444,ROUTE 562 ,WORMAN TOWNSHIP,19512,BERKS,,,N,_+40.317210_,_-075.691660_ ,10/04/89,,
_03_,PA,"DELTA QUARRIES & DISPOSAL, INC./STOTLER LANDFILL",,_0301982_,PAD981038052,SAND BANK RD ,ANTIS/LOGAN TWPS,16602,BLAIR,,,N,_+40.553610_,_-078.354450_ ,03/31/89,,
_03_,PA,DORNEY ROAD LANDFILL,,_0301228_,PAD980508832,DORNEY RD ,UPPER MACUNGIE TOWNSHIP,19539,LEHIGH,,,N,_+40.527780_,_-075.654160_ ,09/21/84,,
_03_,PA,DOUGLASSVILLE DISPOSAL,,_0300614_,PAD002384865,RTE 724 ,DOUGLASSVILLE,19518,BERKS,,,N,_+40.257500_,_-075.735280_ ,09/08/83,,
_03_,PA,DRAKE CHEMICAL,,_0300701_,PAD003058047,180 MYRTLE ST ,LOCK HAVEN,17745,CLINTON,,,N,_+41.129160_,_-077.443610_ ,09/08/83,,
_03_,PA,DUBLIN TCE SITE,,_0302401_,PAD981740004,120 MILL ST./ WHISTLEWOOD APT-ROUTE 313 ,DUBLIN BOROUGH,18917,BUCKS,,,N,_+40.370890_,_-075.204890_ ,08/30/90,,
_03_,PA,EAST MOUNT ZION,,_0301426_,PAD980690549,DIENINGER ROAD ,SPRINGETTSBURY TOWNSHIP,17402,YORK,,,N,_+40.007500_,_-076.665280_ ,09/21/84,,
_03_,PA,EASTERN DIVERSIFIED METALS,,_0301588_,PAD980830533,LINCOLN AVENUE ,HOMETOWN,18252,SCHUYLKILL,,,N,_+40.829430_,_-075.997500_ ,10/04/89,,
_03_,PA,ELIZABETHTOWN LANDFILL,,_0301361_,PAD980539712,W RIDGE RD ,ELIZABETHTOWN,17022,LANCASTER,,,N,_+40.132780_,_-076.608180_ ,03/31/89,,
_03_,PA,FISCHER & PORTER CO.,,_0300585_,PAD002345817,JACKSONVILLE & ST RD ,WARMINSTER,18974,BUCKS,,,N,_+40.183880_,_-075.092500_ ,09/08/83,,
_03_,PA,FOOTE MINERAL CO.,,_0301103_,PAD077087989,15 S BACTON HILL RD ,EAST WHITELAND TOWNSHIP,19355,CHESTER,,,N,_+40.040000_,_-075.585270_ ,10/14/92,,
_03_,PA,FRANKLIN SLAG PILE (MDC),,_0305549_,PASFN0305549,3110 CASTOR AVENUE ,PHILADELPHIA,19134,PHILADELPHIA,,,N,_+39.983190_,_-075.083880_ ,09/05/02,,
_03_,PA,HAVERTOWN PCP,,_0300574_,PAD002338010,EAGLE ROAD RC DRAWER F ,HAVERFORD,19083,DELAWARE,,,N,_+39.982780_,_-075.318610_ ,09/08/83,,
_03_,PA,HELEVA LANDFILL,,_0301249_,PAD980537716,GARAGE HILL ST ,NORTH WHITEHALL TWP,18037,LEHIGH,,,N,_+40.670830_,_-075.562500_ ,09/08/83,,
_03_,PA,HELLERTOWN MANUFACTURING CO.,,_0300623_,PAD002390748,1770 MAIN ST ,HELLERTOWN,18055,NORTHAMPTON,,,N,_+40.595410_,_-075.340940_ ,03/31/89,,
_03_,PA,HENDERSON ROAD,,_0300847_,PAD009862939,372 S HENDERSON ROAD ,UPPER MERION TOWNSHIP,19406,MONTGOMERY,,,N,_+40.086930_,_-075.355550_ ,09/21/84,,
_03_,PA,HUNTERSTOWN ROAD,,_0301595_,PAD980830897,RD #5 ,STRABAN TOWNSHIP,17325,ADAMS,,,N,_+39.853050_,_-077.206110_ ,06/10/86,,
_03_,PA,INDUSTRIAL LANE,,_0301211_,PAD980508493,INDUSTRIAL DR ,WILLIAMS TOWNSHIP,18042,NORTHAMPTON,,,N,_+40.665830_,_-075.228610_ ,09/21/84,,
_03_,PA,"JACKS CREEK/SITKIN SMELTING & REFINING, INC.",,_0301569_,PAD980829493,PO BOX 708 ,MAITLAND,17044,MIFFLIN,,,N,_+40.641530_,_-077.475280_ ,10/04/89,,
_03_,PA,"JACKSON CERAMIX, INC",,_0300517_,PAD001222025,ROUTE 950 ,FALLS CREEK,15840,JEFFERSON,,,N,_+41.139160_,_-078.801940_ ,09/14/05,,
_03_,PA,KEYSTONE SANITATION LANDFILL,,_0300995_,PAD054142781,RD #1 ,UNION TOWNSHIP,17331,ADAMS,,,N,_+39.724450_,_-077.036110_ ,07/22/87,,
_03_,PA,KIMBERTON,,_0301432_,PAD980691703,COLD STREAM & HARES HILL ROADS ,KIMBERTON BOROUGH,19442,CHESTER,,,N,_+40.126950_,_-075.575000_ ,09/08/83,,
_03_,PA,LETTERKENNY ARMY DEPOT (PDO AREA),,_0302458_,PA2210090054,N FRANKLIN ST ,FRANKLIN COUNTY,17201,FRANKLIN,,,Y,_+40.007500_,_-077.640000_ ,03/13/89,,
_03_,PA,LETTERKENNY ARMY DEPOT (SE AREA),,_0302467_,PA6213820503,N FRANKLIN ST EXT ,CHAMBERSBURG,17201,FRANKLIN,,,Y,_+39.995700_,_-077.644400_ ,07/22/87,,
_03_,PA,LINDANE DUMP,,_0301544_,PAD980712798,RTE 28 & SPRING HILL ROAD ,HARRISON TOWNSHIP,15065,ALLEGHENY,,,N,_+40.625700_,_-079.715500_ ,09/08/83,,
_03_,PA,LORD-SHOPE LANDFILL,,_0301231_,PAD980508931,RD #1 PIEPER ROAD ,GIRARD TOWNSHIP,16417,ERIE,,,N,_+41.977780_,_-080.352500_ ,09/08/83,,
_03_,PA,LOWER DARBY CREEK AREA,,_0305521_,PASFN0305521,DARBY CRK BETWEEN  COBBS CRK AND DELAWARE RIVER,DARBY TWP,19023,DELAWARE,,,N,_+39.885550_,_-075.267770_ ,06/14/01,,
_03_,PA,MALVERN TCE,,_0300868_,PAD014353445,258 N PHOENIXVILLE PK ,MALVERN,19355,CHESTER,,,N,_+40.061660_,_-075.568050_ ,09/08/83,,
_03_,PA,METAL BANK,,_0300951_,PAD046557096,COTTMAN & DELAWARE AVE ,PHILADELPHIA,19135,PHILADELPHIA,,,N,_+40.024160_,_-075.027780_ ,09/08/83,,
_03_,PA,METRO CONTAINER CORPORATION,,_0300939_,PAD044545895,CORNER OF WEST 2ND ST. AND PRICE STREET ,TRAINER,19061,DELAWARE,,,N,_+39.492993_,_-075.235657_ ,03/15/12,,
_03_,PA,MILL CREEK DUMP,,_0301185_,PAD980231690,3081 W 17TH ST ,ERIE,16505,ERIE,,,N,_+42.093330_,_-080.152780_ ,09/21/84,,
_03_,PA,MODERN SANITATION LANDFILL,,_0301322_,PAD980539068,4400 MT. PISGAH ROAD ,LOWER WINDSOR TWP,17406,YORK,,,N,_+39.960560_,_-076.592500_ ,06/10/86,,
_03_,PA,MW MANUFACTURING,,_0301428_,PAD980691372,STATE ROUTE 54 AND I-80 ,VALLEY TOWNSHIP,17821,MONTOUR,,,N,_+40.990000_,_-076.641660_ ,06/10/86,,
_03_,PA,NAVAL AIR DEVELOPMENT CENTER (8 WASTE AREAS),,_0302466_,PA6170024545,ST & JACKSONVILLE ROAD ,WARMINSTER TOWNSHIP,18974,BUCKS,,,Y,_+40.199600_,_-075.064200_ ,10/04/89,,
_03_,PA,NAVY SHIPS PARTS CONTROL CENTER,,_0302460_,PA3170022104,OFF STATE HIGHWAY 641 ,MECHANICSBURG,17055,CUMBERLAND,,,Y,_+40.223880_,_-076.993610_ ,05/31/94,,
_03_,PA,NORTH PENN - AREA 1,,_0301156_,PAD096834494,162 N MAIN ST ,SOUDERTON,18964,MONTGOMERY,,,N,_+40.310800_,_-075.325200_ ,03/31/89,,
_03_,PA,NORTH PENN - AREA 12,,_0301012_,PAD057152365,TROOPER RD ,WORCESTER,19490,MONTGOMERY,,,N,_+40.180700_,_-075.353700_ ,02/21/90,,
_03_,PA,NORTH PENN - AREA 2,,_0300579_,PAD002342475,1 SPRING AVE ,HATFIELD,19440,MONTGOMERY,,,N,_+40.293880_,_-075.297780_ ,10/04/89,,
_03_,PA,NORTH PENN - AREA 5,,_0301452_,PAD980692693,MAPLE DR ,MONTGOMERY TOWNSHIP,18915,MONTGOMERY,,,N,_+40.272100_,_-075.245100_ ,03/31/89,,
_03_,PA,NORTH PENN - AREA 6,,_0301733_,PAD980926976,W 3RD ST ,LANSDALE,19446,MONTGOMERY,,,N,_+40.248330_,_-075.295630_ ,03/31/89,,
_03_,PA,NORTH PENN - AREA 7,,_0300629_,PAD002498632,WISSAHICKON AVE ,NORTH WALES,19454,MONTGOMERY,,,N,_+40.218060_,_-075.278880_ ,03/31/89,,
_03_,PA,NOVAK SANITARY LANDFILL,,_0301109_,PAD079160842,PARKLAND TERRACE RD & LAPP RD ,SOUTH WHITEHALL TOWNSHIP,18104,LEHIGH,,,N,_+40.633200_,_-075.561100_ ,10/04/89,,
_03_,PA,OCCIDENTAL CHEMICAL CORP./FIRESTONE TIRE & RUBBER CO.,,_0301183_,PAD980229298,ARMAND HAMMER BLVD ,LOWER POTTSGROVE TOWNSHIP,19464,MONTGOMERY,,,N,_+40.232080_,_-075.614160_ ,10/04/89,,
_03_,PA,OHIO RIVER PARK,,_0301227_,PAD980508816,GRAND AVE ,NEVILLE ISLAND,15225,ALLEGHENY,,,N,_+40.518610_,_-080.152500_ ,08/30/90,,
_03_,PA,OLD CITY OF YORK LANDFILL,,_0301441_,PAD980692420,RD# 1 SOUTH RD ,SEVEN VALLEYS,17360,YORK,,,N,_+39.840280_,_-076.759710_ ,09/08/83,,
_03_,PA,OLD WILMINGTON ROAD GW CONTAMINATION,,_0302420_,PAD981938939,OLD WILMINGTON ROAD ,SADSBURYVILLE,19320,CHESTER,,,N,_+39.995830_,_-075.908330_ ,02/04/00,,
_03_,PA,OSBORNE LANDFILL,,_0301541_,PAD980712673,0.5 MILES E OF TOWN ,GROVE CITY,16127,MERCER,,,N,_+41.161110_,_-080.058330_ ,09/08/83,,
_03_,PA,PALMERTON ZINC PILE,,_0300624_,PAD002395887,211 FRANKLIN ST ,PALMERTON,18071,CARBON,,,N,_+40.808330_,_-075.583330_ ,09/08/83,,
_03_,PA,PAOLI RAIL YARD,,_0301447_,PAD980692594,RR SERVICE SHOP ,PAOLI,19301,CHESTER,,,N,_+40.043180_,_-075.492910_ ,08/30/90,,
_03_,PA,PRICE BATTERY LEAD SMELTER ,,_0305679_,PAN000305679,246 GRAND STREET ,HAMBURG,19526,BERKS,,,N,_+40.549500_,_-075.980220_ ,04/27/05,,
_03_,PA,RAYMARK,,_0300894_,PAD039017694,220 JACKSONVILLE RD ,HATBORO,19040,MONTGOMERY,,,N,_+40.179710_,_-075.098610_ ,10/04/89,,
_03_,PA,RECTICON/ALLIED STEEL CORP.,,_0300596_,PAD002353969,RTE 724 & WELLS RD ,E COVENTRY TWP,19457,CHESTER,,,N,_+40.203460_,_-075.589030_ ,10/04/89,,
_03_,PA,REVERE CHEMICAL CO.,,_0300982_,PAD051395499,SOUTHEAST SIDE OF ROUTE 611 ,NOCKAMIXON TOWNSHIP,18972,BUCKS,,,N,_+40.502780_,_-075.168880_ ,07/22/87,,
_03_,PA,"RODALE MANUFACTURING CO., INC.",,_0301744_,PAD981033285,6TH & MINOR STREETS ,EMMAUS BOROUGH,18049,LEHIGH,,,N,_+40.531110_,_-075.493330_ ,10/14/92,,
_03_,PA,RYELAND ROAD ARSENIC SITE,,_0301755_,PAD981033459,RYELAND ROAD ,HEIDELBERG TWP,19567,BERKS,,,N,_+40.353950_,_-076.175360_ ,07/22/04,,
_03_,PA,SAEGERTOWN INDUSTRIAL AREA,,_0301442_,PAD980692487,GRANT ST ,SAEGERTOWN,16433,CRAWFORD,,,N,_+41.718840_,_-080.142970_ ,02/21/90,,
_03_,PA,SAFETY LIGHT CORPORATION,,_0304257_,PAD987295276,4150 A. OLD BERWICK ROAD ,BLOOMSBURG,17815,COLUMBIA,,,N,_+41.015270_,_-076.376380_ ,04/27/05,,
_03_,PA,SALFORD QUARRY,,_0301486_,PAD980693204,610 QUARRY ROAD ,LOWER SALFORD TOWNSHIP,19438,MONTGOMERY,,,N,_+40.251940_,_-075.382220_ ,09/23/09,,
_03_,PA,SHARON STEEL CORP (FARRELL WORKS DISPOSAL AREA),,_0300530_,PAD001933175,OHIO STREET ,HERMITAGE,16159,MERCER,,,N,_+41.198610_,_-080.510270_ ,07/28/98,,
_03_,PA,SHRIVER'S CORNER,,_0301594_,PAD980830889,RD #6 ALONG RTE 394 ,STRABAN TOWNSHIP,17325,ADAMS,,,N,_+39.899900_,_-077.205500_ ,06/10/86,,
_03_,PA,STANLEY KESSLER,,_0300862_,PAD014269971,103 QUEENS DR ,KING OF PRUSSIA,19406,MONTGOMERY,,,N,_+40.083880_,_-075.355000_ ,09/08/83,,
_03_,PA,STRASBURG LANDFILL,,_0300449_,PAD000441337,STRASBURG ROAD ,NEWLIN TOWNSHIP,19320,CHESTER,,,N,_+39.944430_,_-075.768060_ ,03/31/89,,
_03_,PA,TOBYHANNA ARMY DEPOT,,_0302464_,PA5213820892,11 HAP ARNOLD BOULEVARD ,TOBYHANNA,18466,MONROE,,,Y,_+41.193050_,_-075.419430_ ,08/30/90,,
_03_,PA,TONOLLI CORP.,,_0301087_,PAD073613663,RTE 54 ,NESQUEHONING,18240,CARBON,,,N,_+40.850560_,_-075.881110_ ,10/04/89,,
_03_,PA,TYSONS DUMP,,_0301436_,PAD980692024,310 BROWNLIE RD. ,UPPER MERION TWP,19406,MONTGOMERY,,,N,_+40.111380_,_-75.362780_ ,09/21/84,,
_03_,PA,UGI COLUMBIA GAS PLANT,,_0301328_,PAD980539126,FRONT STREET ,COLUMBIA,17512,LANCASTER,,,N,_+40.026200_,_-076.498380_ ,05/31/94,,
_03_,PA,VALMONT TCE SITE   (FORMER - VALMONT INDUSTRIAL PARK),,_0303307_,PAD982363970,DEER RUN ROAD ,WEST HAZLETON,18201,LUZERNE,,,N,_+40.967770_,_-076.015550_ ,09/13/01,,
_03_,PA,WALSH LANDFILL,,_0301570_,PAD980829527,WALSH ROAD ,HONEYBROOK TOWNSHIP,19344,CHESTER,,,N,_+40.119710_,_-075.915280_ ,09/21/84,,
_03_,PA,WATSON JOHNSON LANDFILL,,_0301517_,PAD980706824,E PUMPING STA RD ,RICHLAND TOWNSHIP,18951,BUCKS,,,N,_+40.460130_,_-075.331860_ ,09/13/01,,
_03_,PA,WESTINGHOUSE ELECTRIC CORP. (SHARON PLANT),,_0300811_,PAD005000575,469 SHARPSVILLE AVE ,SHARON,16146,MERCER,,,N,_+41.243400_,_-080.505800_ ,08/30/90,,
_03_,PA,WESTINGHOUSE ELEVATOR CO. PLANT,,_0300932_,PAD043882281,"1200BIGLERSVILLE RD, RTE 34 N ",GETTYSBURG,17325,ADAMS,,,N,_+39.857210_,_-077.240000_ ,06/10/86,,
